competition,year,round,type,division,category,display_name,source_url,pdf_path,md_path,tex_path,num_pages
HMMT February,2016,Combinatorics,problems,,,HMMT February 2016 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/comb/problems.pdf,hmmt_pdfs/HMMT_February_2016_Combinatorics_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Combinatorics_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Combinatorics_Problems.tex.zip,2
HMMT February,2016,Combinatorics,solutions,,,HMMT February 2016 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/comb/solutions.pdf,hmmt_pdfs/HMMT_February_2016_Combinatorics_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Combinatorics_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Combinatorics_Solutions.tex.zip,6
HMMT February,2016,Geometry,problems,,,HMMT February 2016 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/geo/problems.pdf,hmmt_pdfs/HMMT_February_2016_Geometry_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Geometry_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Geometry_Problems.tex.zip,1
HMMT February,2016,Geometry,solutions,,,HMMT February 2016 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/geo/solutions.pdf,hmmt_pdfs/HMMT_February_2016_Geometry_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Geometry_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Geometry_Solutions.tex.zip,4
HMMT February,2016,Guts,problems,,,HMMT February 2016 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/guts/problems.pdf,hmmt_pdfs/HMMT_February_2016_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Guts_Problems.tex.zip,5
HMMT February,2016,Guts,solutions,,,HMMT February 2016 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/guts/solutions.pdf,hmmt_pdfs/HMMT_February_2016_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Guts_Solutions.tex.zip,14
HMMT February,2016,Team,problems,,,HMMT February 2016 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/team/problems.pdf,hmmt_pdfs/HMMT_February_2016_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Team_Problems.tex.zip,1
HMMT February,2016,Team,solutions,,,HMMT February 2016 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2016/feb/team/solutions.pdf,hmmt_pdfs/HMMT_February_2016_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2016_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2016_Team_Solutions.tex.zip,8
HMMT February,2015,Algebra,problems,,,HMMT February 2015 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/algnt/problems.pdf,hmmt_pdfs/HMMT_February_2015_Algebra_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Algebra_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Algebra_Problems.tex.zip,2
HMMT February,2015,Algebra,solutions,,,HMMT February 2015 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/algnt/solutions.pdf,hmmt_pdfs/HMMT_February_2015_Algebra_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Algebra_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Algebra_Solutions.tex.zip,6
HMMT February,2015,Combinatorics,problems,,,HMMT February 2015 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/comb/problems.pdf,hmmt_pdfs/HMMT_February_2015_Combinatorics_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Combinatorics_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Combinatorics_Problems.tex.zip,1
HMMT February,2015,Combinatorics,solutions,,,HMMT February 2015 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/comb/solutions.pdf,hmmt_pdfs/HMMT_February_2015_Combinatorics_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Combinatorics_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Combinatorics_Solutions.tex.zip,6
HMMT February,2015,Geometry,problems,,,HMMT February 2015 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/geo/problems.pdf,hmmt_pdfs/HMMT_February_2015_Geometry_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Geometry_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Geometry_Problems.tex.zip,1
HMMT February,2015,Geometry,solutions,,,HMMT February 2015 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/geo/solutions.pdf,hmmt_pdfs/HMMT_February_2015_Geometry_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Geometry_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Geometry_Solutions.tex.zip,4
HMMT February,2015,Guts,problems,,,HMMT February 2015 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/guts/problems.pdf,hmmt_pdfs/HMMT_February_2015_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Guts_Problems.tex.zip,9
HMMT February,2015,Guts,solutions,,,HMMT February 2015 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/guts/solutions.pdf,hmmt_pdfs/HMMT_February_2015_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Guts_Solutions.tex.zip,17
HMMT February,2015,Team,problems,,,HMMT February 2015 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/team/problems.pdf,hmmt_pdfs/HMMT_February_2015_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Team_Problems.tex.zip,1
HMMT February,2015,Team,solutions,,,HMMT February 2015 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2015/feb/team/solutions.pdf,hmmt_pdfs/HMMT_February_2015_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2015_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2015_Team_Solutions.tex.zip,7
HMMT February,2014,Algebra,problems,,,HMMT February 2014 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/algnt/problems.pdf,hmmt_pdfs/HMMT_February_2014_Algebra_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Algebra_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Algebra_Problems.tex.zip,3
HMMT February,2014,Algebra,solutions,,,HMMT February 2014 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/algnt/solutions.pdf,hmmt_pdfs/HMMT_February_2014_Algebra_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Algebra_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Algebra_Solutions.tex.zip,5
HMMT February,2014,Combinatorics,problems,,,HMMT February 2014 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/comb/problems.pdf,hmmt_pdfs/HMMT_February_2014_Combinatorics_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Combinatorics_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Combinatorics_Problems.tex.zip,4
HMMT February,2014,Combinatorics,solutions,,,HMMT February 2014 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/comb/solutions.pdf,hmmt_pdfs/HMMT_February_2014_Combinatorics_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Combinatorics_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Combinatorics_Solutions.tex.zip,6
HMMT February,2014,Geometry,problems,,,HMMT February 2014 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/geo/problems.pdf,hmmt_pdfs/HMMT_February_2014_Geometry_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Geometry_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Geometry_Problems.tex.zip,3
HMMT February,2014,Geometry,solutions,,,HMMT February 2014 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/geo/solutions.pdf,hmmt_pdfs/HMMT_February_2014_Geometry_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Geometry_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Geometry_Solutions.tex.zip,2
HMMT February,2014,Guts,problems,,,HMMT February 2014 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/guts/problems.pdf,hmmt_pdfs/HMMT_February_2014_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Guts_Problems.tex.zip,10
HMMT February,2014,Guts,solutions,,,HMMT February 2014 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/guts/solutions.pdf,hmmt_pdfs/HMMT_February_2014_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Guts_Solutions.tex.zip,13
HMMT February,2014,Team,problems,,,HMMT February 2014 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/team/problems.pdf,hmmt_pdfs/HMMT_February_2014_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Team_Problems.tex.zip,22
HMMT February,2014,Team,solutions,,,HMMT February 2014 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2014/feb/team/solutions.pdf,hmmt_pdfs/HMMT_February_2014_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2014_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2014_Team_Solutions.tex.zip,5
HMMT February,2013,Algebra,problems,,,HMMT February 2013 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/algnt/problems.pdf,hmmt_pdfs/HMMT_February_2013_Algebra_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Algebra_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Algebra_Problems.tex.zip,4
HMMT February,2013,Algebra,solutions,,,HMMT February 2013 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/algnt/solutions.pdf,hmmt_pdfs/HMMT_February_2013_Algebra_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Algebra_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Algebra_Solutions.tex.zip,4
HMMT February,2013,Combinatorics,problems,,,HMMT February 2013 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/comb/problems.pdf,hmmt_pdfs/HMMT_February_2013_Combinatorics_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Combinatorics_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Combinatorics_Problems.tex.zip,6
HMMT February,2013,Combinatorics,solutions,,,HMMT February 2013 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/comb/solutions.pdf,hmmt_pdfs/HMMT_February_2013_Combinatorics_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Combinatorics_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Combinatorics_Solutions.tex.zip,5
HMMT February,2013,Geometry,problems,,,HMMT February 2013 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/geo/problems.pdf,hmmt_pdfs/HMMT_February_2013_Geometry_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Geometry_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Geometry_Problems.tex.zip,4
HMMT February,2013,Geometry,solutions,,,HMMT February 2013 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/geo/solutions.pdf,hmmt_pdfs/HMMT_February_2013_Geometry_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Geometry_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Geometry_Solutions.tex.zip,4
HMMT February,2013,Guts,problems,,,HMMT February 2013 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/guts/problems.pdf,hmmt_pdfs/HMMT_February_2013_Guts_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Guts_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Guts_Problems.tex.zip,6
HMMT February,2013,Guts,solutions,,,HMMT February 2013 Guts,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/guts/solutions.pdf,hmmt_pdfs/HMMT_February_2013_Guts_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Guts_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Guts_Solutions.tex.zip,11
HMMT February,2013,Team,problems,,,HMMT February 2013 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/team/problems.pdf,hmmt_pdfs/HMMT_February_2013_Team_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Team_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Team_Problems.tex.zip,19
HMMT February,2013,Team,solutions,,,HMMT February 2013 Team,https://hmmt-archive.s3.amazonaws.com/tournaments/2013/feb/team/solutions.pdf,hmmt_pdfs/HMMT_February_2013_Team_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2013_Team_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2013_Team_Solutions.tex.zip,5
HMMT February,2012,Algebra,problems,,,HMMT February 2012 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/algnt/problems.pdf,hmmt_pdfs/HMMT_February_2012_Algebra_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Algebra_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Algebra_Problems.tex.zip,4
HMMT February,2012,Algebra,solutions,,,HMMT February 2012 Algebra,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/algnt/solutions.pdf,hmmt_pdfs/HMMT_February_2012_Algebra_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Algebra_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Algebra_Solutions.tex.zip,5
HMMT February,2012,Combinatorics,problems,,,HMMT February 2012 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/comb/problems.pdf,hmmt_pdfs/HMMT_February_2012_Combinatorics_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Combinatorics_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Combinatorics_Problems.tex.zip,4
HMMT February,2012,Combinatorics,solutions,,,HMMT February 2012 Combinatorics,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/comb/solutions.pdf,hmmt_pdfs/HMMT_February_2012_Combinatorics_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Combinatorics_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Combinatorics_Solutions.tex.zip,5
HMMT February,2012,Geometry,problems,,,HMMT February 2012 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/geo/problems.pdf,hmmt_pdfs/HMMT_February_2012_Geometry_Problems.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Geometry_Problems.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Geometry_Problems.tex.zip,6
HMMT February,2012,Geometry,solutions,,,HMMT February 2012 Geometry,https://hmmt-archive.s3.amazonaws.com/tournaments/2012/feb/geo/solutions.pdf,hmmt_pdfs/HMMT_February_2012_Geometry_Solutions.pdf,mathpix_output/hmmt_pdfs/HMMT_February_2012_Geometry_Solutions.md,mathpix_output/hmmt_pdfs/HMMT_February_2012_Geometry_Solutions.tex.zip,4
